,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID
284,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Taverne On The Square,45.48737945031236,-73.58719386767882,Gastropub,4bc7369e8b7c9c74c0f735cf
285,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Brass Door Pub,45.49862851194308,-73.57859639830885,Pub,53701414498ec249d96976cc
286,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Bar Cloakroom,45.499473354323015,-73.57787434670752,Speakeasy,567aba8e498e6b5bdd0ad844
287,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Kampai Garden,45.493985819310886,-73.57899170515307,Beer Garden,582e6cac761b1a3f49712ade
288,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Alma,45.519739,-73.61164,Spanish Restaurant,5b11e66b4acb19002c1114a4
289,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,PJs Pub,45.457022172359956,-73.6292815689886,Sports Bar,4af38892f964a52071ee21e3
290,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Honey Martin,45.468925343532895,-73.61900302138716,Pub,4b4e95fff964a52024f226e3
291,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Typhoon Lounge,45.473781605584435,-73.6243398439854,Bar,4ad4c06af964a52003f920e3
292,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Café-bar Grande Gueule,45.498135,-73.626271,Pub,4cb0ef33db32f04d6f44c44d
293,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Boston Pizza,45.44952236189681,-73.61033879586613,Pizza Place,4b491445f964a520fc6426e3
294,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,"Finegan""s Irish Pub",45.48466557390513,-73.62833742558448,Bar,4c6b089b2d9976b05289073a
295,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Local 75,45.475792,-73.62274,Gastropub,58371c643bd4ab217a2c3715
296,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Café Zin-Zin,45.47694382795566,-73.5921844936241,Gastropub,522dabe811d2e5c38188d617
297,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,La Cage aux Sports,45.44850699210952,-73.61562117743887,Gastropub,4b524b3ff964a5206e7527e3
298,Côte-des-Neiges–Notre-Dame-de-Grâce,45.48492428563553,-73.6299654448867,Epoxy,45.477209410148326,-73.58709448884537,Bar,50c6b292e4b0995fe0c8763a
299,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Bistro Nolah,45.47216048891672,-73.83203127358973,Gastropub,4f9057eae4b0b1a3eff7a538
300,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Brasserie La Residence,45.488135,-73.848879,Pub,4d2b95da3c795481afc6e99b
301,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Bar Le Gagnant,45.49003161767285,-73.87306604307742,Bar,4bc50f29ccbcef3ba313e6d2
302,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Tonic,45.473466980326194,-73.871766526971,Cocktail Bar,4c9c26607c096dcbbc57bfd1
303,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Chez Paul,45.495412,-73.8516,Dive Bar,4bc9422fcc8cd13aff76bbcf
304,L'Île-Bizard–Sainte-Geneviève,45.48992404346434,-73.87646954717857,Brasserie Fredmir,45.50258722910985,-73.83984088897705,Dive Bar,4b9afabdf964a520cee835e3
305,LaSalle,45.42773302106528,-73.62759447306516,Brasserie Des Rapides,45.42673479002413,-73.60995144085773,Bar,4cb8a4fc4352a1cda16187f5
306,LaSalle,45.42773302106528,-73.62759447306516,Le Cordon,45.44190510797531,-73.64727716411655,Pizza Place,4c41ebe13735be9aea2519a4
307,Lachine,45.43909350215483,-73.68346169840477,Aux Trois Devins,45.434332397523015,-73.68628911269103,Pub,4bb577c86edc76b0ffd02f1c
308,Lachine,45.43909350215483,-73.68346169840477,Brasserie Le Manoir,45.4400972830776,-73.6926036782478,Brewery,516f43d0e4b0ef1e1a791a1d
309,Lachine,45.43909350215483,-73.68346169840477,Taormina Lounge,45.434301,-73.686736,Italian Restaurant,4ea0d582b6347b9967215208
310,Lachine,45.43909350215483,-73.68346169840477,Resto-Bar 12 (Brasserie 12),45.44008813638283,-73.6927286440885,Gastropub,4b6df352f964a5205b9e2ce3
311,Lachine,45.43909350215483,-73.68346169840477,Macallan's Pub,45.44116108531904,-73.74004276739754,Bar,4e49deb9b61c688648543124
312,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Darling,45.51899503345051,-73.58406139558292,Lounge,58c8b974951e7d7e08bc6fd8
313,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Majestique,45.51744451194975,-73.58036773473764,Restaurant,533de7ac498e9266dca655ff
314,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Big in Japan Bar,45.51804719133697,-73.58154493520121,Cocktail Bar,4f976451e4b0eee0a57a5ed6
315,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Salon Daomé,45.520056,-73.585827,Nightclub,4b47fbe5f964a520b64526e3
316,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pub Pit Caribou,45.52498530108045,-73.57538945138373,Beer Bar,573d039ccd10fe71e376c912
317,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Royal,45.529102,-73.57802,Cocktail Bar,58818ec01174200247eb1f81
318,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Larry's,45.52403572681042,-73.59465151338429,Café,56b28f5d498e8af56db1f578
319,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Bílý Kůň,45.523460865993236,-73.58319987729097,Bar,4ad4c06bf964a52090f920e3
320,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Dieu du Ciel!,45.522619264275804,-73.59340457951062,Beer Bar,4ad4c06bf964a5203df920e3
321,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,A Bar,45.519972451715375,-73.57991661174621,Bar,4cd1f545de0f6dcbe6617463
322,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Buvette chez Simone,45.51870843852072,-73.59360292330558,Wine Bar,4b9ae085f964a520a7de35e3
323,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,L'Anecdote,45.52361481290443,-73.576551189411,Gastropub,4adb565bf964a520182621e3
324,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Kabinet,45.521917,-73.593632,Bar,53ab7249498e02dbfa3f9b44
325,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Chien Fumant,45.531807282544044,-73.58050386935977,Gastropub,4b2eb15af964a5201fe524e3
326,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Randolph Pub Ludique,45.51634305922881,-73.56593350067905,Pub,4ff33b5fe4b0aeae9cc8fb6d
327,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pamika Brasserie Thai,45.51999814467497,-73.56620901921309,Thai Restaurant,50b16388e4b06cad4048bc49
328,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Réservoir,45.51718532170294,-73.57921571594903,Brewery,4ae22438f964a5201e8b21e3
329,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Maison Publique,45.533738937957594,-73.57875365339758,Gastropub,506ce4dde4b0652938a308e4
330,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Agrikol,45.519786610608506,-73.56222040833227,Caribbean Restaurant,56ca6d1e498eb620be149640
331,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Distillerie No. 1,45.514719604483325,-73.56567081715669,Cocktail Bar,4b8f064af964a520474533e3
332,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Bar Plan B,45.52321459365924,-73.5835848357007,Cocktail Bar,4ad4c06bf964a52060f920e3
333,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Bishop & Bagg,45.52515795088208,-73.59948767101672,Pub,530d54f0498e3559bf75e043
334,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Station Ho.st,45.524107351957596,-73.56051519154931,Beer Bar,51fd54ab498e4002432328c3
335,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,3643 St. Laurent Apt. 200,45.51436857487757,-73.5734860187716,Bar,523a27a7bce611729479207c
336,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Cadet,45.51025997938528,-73.56458439677048,Restaurant,56ec4544498e27e294330c2b
337,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,SuWu,45.51384701003382,-73.57244831464556,Bar,515879eee4b0d2c60278af2c
338,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pub West Shefford,45.53170306744989,-73.57565973611794,Brewery,56159b81498e692deb443cb9
339,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Else's,45.51688147428851,-73.5747467175786,Bar,4ad4c06af964a52010f920e3
340,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,The Sparrow / Le Moineau,45.524543923210416,-73.59661549329758,Gastropub,4ad925b8f964a5208d1821e3
341,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Boswell Brasserie Artisanale,45.53818070777587,-73.56953956820497,Brewery,561ea014498e1dcaa9772c8a
342,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Benelux,45.50962,-73.57098,Beer Bar,4ae4d07df964a520669e21e3
343,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Snack 'n' Blues,45.52433373511518,-73.59558876730954,Bar,4b1b2331f964a520baf823e3
344,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Bar Suzanne,45.517259033738625,-73.57908291022395,Bar,595eaff1f427de5e694c808c
345,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,M Montréal Hostel & Bar,45.515999134488034,-73.55708563291974,Hostel,4bad31e3f964a520c6373be3
346,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le 4e Mur,45.51622978560633,-73.56564374173936,Speakeasy,55aedbd9498eb6db5d095733
347,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Rouge Gorge,45.52919578701668,-73.57798934388484,Wine Bar,54f4fd2c498e6ed27bd8e8ae
348,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Casa del Popolo,45.52223147469871,-73.59083109199625,Bar,4ad4c06bf964a5206df920e3
349,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pullman,45.50860858690146,-73.5718413421714,Wine Bar,4ae0e7f9f964a520928321e3
350,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Arcade MTL,45.51638414847835,-73.56577674277656,Bar,55b2531a498e9b7915b880f1
351,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Bar Le LAB - Quartier des Spectacles,45.512698074318195,-73.56164791266565,Cocktail Bar,574fa9d7498efc4715d6d20e
352,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,L'Escalier,45.515125,-73.55902,Bar,4aba992cf964a5200e8220e3
353,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Ye Olde Orchard Pub & Grill,45.51357556818247,-73.5727748812548,Pub,4af4c731f964a52019f621e3
354,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Sala Rosa,45.521816,-73.590462,Bar,4ad4c06bf964a52049f920e3
355,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,MaBrasserie,45.543562978561475,-73.5844924707936,Brewery,52647dcd498e25e8a0faceb5
356,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Stereo Nightclub,45.516012159030986,-73.55849379924112,Nightclub,4ad4c06bf964a52091f920e3
357,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Isle de Garde,45.537595169920586,-73.60175338480127,Gastropub,540314f8498e97602cef55ba
358,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Distillerie No. 2,45.535165401385605,-73.57265387555299,Cocktail Bar,4ae3d573f964a5203e9921e3
359,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Blvd44,45.512164132930444,-73.56882617203286,Nightclub,51eb4d2c498ee495126b2af2
360,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Saint Bock,45.51576928839822,-73.56465442024343,Brewery,4b0c1ff8f964a520603723e3
361,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Ping Pong Club,45.52718287955484,-73.60226044287796,Bar,543745e9498e0d5e64dd929a
362,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Renard,45.51914035869815,-73.55559146040794,Bar,5786aca5498e11e46ccfe8e7
363,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Barraca Rhumerie,45.52833665846926,-73.5786077846822,Bar,4adb8f80f964a520fd2821e3
364,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Mal Nécessaire,45.508536,-73.561218,Cocktail Bar,5372ed9f498e6f504d4fe05d
365,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Saint-Houblon,45.51460065816763,-73.56226755496593,Gastropub,544fcf2c498e2fee8be86530
366,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,L'Gros Luxe,45.52543392010008,-73.60393009641757,Bistro,53c888e7498ea26c6ef2736e
367,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Santa Barbara,45.53621068630818,-73.60788315231792,Cocktail Bar,50a2e280e4b0eae1fcd661e1
368,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Idole,45.53578396789313,-73.60258340835571,Cocktail Bar,597f9bd79411f24bd06aab5e
369,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Henrietta,45.52160211267759,-73.59415006408328,Bar,563d374ccd102a339a37edf2
370,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Vices & Versa Bistro Du Terroir,45.531298,-73.61064,Beer Bar,4ad4c06bf964a5205af920e3
371,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Dominion Square Tavern,45.50040540450307,-73.57163553893498,Gastropub,4b59d9f0f964a520e79b28e3
372,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Nacarat,45.500772736420465,-73.56819969224792,Cocktail Bar,59622257531593143d4e0ff9
373,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pub BreWskey,45.50939069765793,-73.55150121864075,Pub,55777789498e80fb292f9b8a
374,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Yïsst,45.538180385706724,-73.6061963051888,Bar,556653bc498e86ab9700cf34
375,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Vestiaire,45.53725779517046,-73.60560310117681,Bar,50d0ecf1e4b0fda9f35bfd5f
376,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Siboire,45.523103488235506,-73.5928487517165,Brewery,58af99d2f22995176a094d1f
377,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Cold Room,45.50706080104506,-73.55303569840721,Speakeasy,57e2f1e3498ea815291bae31
378,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Broue Pub Brouhaha,45.54250317015858,-73.58825272498572,Beer Bar,4b1b1894f964a520fff723e3
379,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,McKibbin's Irish Pub,45.51335476002064,-73.57130439739183,Pub,4b6e6475f964a52081bb2ce3
380,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Cabaret Mado,45.51766270908613,-73.55690093851851,Gay Bar,4ad4c06ef964a52010fb20e3
381,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Marconi,45.53284861638328,-73.61592733760662,Restaurant,5849d31423188e1e7a58e397
382,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Foufounes Électriques,45.51095455498593,-73.56307381271893,Bar,4ad4c06bf964a5208bf920e3
383,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Terrasse Place d'Armes,45.505354422474014,-73.55756175076507,Hotel Bar,4bdf009389ca76b0cfab5d5e
384,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Nesta Bar & Lounge,45.513398073617196,-73.57114624473583,Bar,4ea3a4c930f8b9d5acdf1726
385,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,The Emerald Hotel,45.52115832691937,-73.59967698584578,Cocktail Bar,500a199de4b0114578789f65
386,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Nouveau Palais,45.523872174558576,-73.60538378312981,Diner,4bfd069af61dc9b6b05a9ede
387,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Distillerie No. 3,45.54614280182773,-73.5761033974196,Bar,4d0bf0f25ce054814e8425dc
388,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,L'Aigle Noir,45.51960551055118,-73.55524770600874,Gay Bar,4b6cdd27f964a520035a2ce3
389,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Birra,45.53431781519939,-73.61742938574903,Bar,5668a837498e95e2fca374ba
390,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,L'Amère à Boire,45.516338517894155,-73.56597949918603,Brewery,4ad4c06bf964a5203ef920e3
391,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Champagnerie,45.509195976243674,-73.55176371606699,Lounge,51a173f0498e18310829b01c
392,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Whisky Café,45.52725847706563,-73.60235777553767,Whisky Bar,4ad4c06af964a520faf820e3
393,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Holder,45.50039653753695,-73.55761151926868,French Restaurant,4b089db2f964a520880f23e3
394,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Café Tommy,45.503735,-73.557359,Café,556467ea498e21a8004aabc5
395,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Joverse,45.50556656294533,-73.55704853533543,Nightclub,518da34c498eb6f3638eb1d6
396,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Quai No.4,45.54697819697233,-73.57551827565374,Gastropub,4e8230b4f5b91d2e46d64910
397,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Yer'mad,45.51715125890395,-73.5594661425716,Bar,4b5bf7ddf964a5206a1f29e3
398,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Boho,45.50324313248599,-73.55631105785645,Cocktail Bar,5928f3b65455b230d386bc0f
399,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Pub L'île Noire,45.515165476229605,-73.56333946638603,Whisky Bar,4c1009053ce120a19f6d071c
400,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Medley Simple Malt,45.53475931632544,-73.60006870677225,Bar,4b3adab2f964a520356f25e3
401,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Rebel,45.520923330124745,-73.55395976560965,Gastropub,511d7d4be4b0ae5fffd73e82
402,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Taverne Cobra,45.53128340811234,-73.61086737404037,Pub,5675d65b498ef5898f8b080b
403,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Balsam Inn,45.50032627701981,-73.57160251984003,Gastropub,545556db498eb34a3836f2a9
404,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Le Zotique,45.53386912400925,-73.6102039436528,Beer Bar,57dcb8f2498e3037b19217bb
405,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,Monopole,45.4966948920061,-73.55549101973598,Café,593054634aa3f82f20e61573
406,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Cage,45.507744786264155,-73.56561206108678,Sports Bar,57fffed138fa0da136f2a8e3
407,Le Plateau-Mont-Royal,45.523374558576414,-73.58062406061083,La Succursale,45.550253255273134,-73.57349346271873,Brewery,4dcca178d22deadedd26846f
408,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Benelux,45.4634454559774,-73.5668397270914,Beer Bar,51916401498e115e78188953
409,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Grinder,45.48890941333442,-73.5680456652903,Gastropub,50b6380bd63e3423fc47d02a
410,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Knox,45.483012682308534,-73.5622067987717,Bar,56ec7718498e0ec380cdf79a
411,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Microbrasserie 4 Origines,45.48828858387275,-73.55801805808743,Brewery,5ad22ee80881581874f56cc9
412,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Chez Dallaire,45.47875362300739,-73.55906485930788,Cocktail Bar,558d6149498e9b095bfb45be
413,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Milky Way Cocktail Bar,45.482556,-73.562247,Cocktail Bar,5c424340dab4b1002ce2f25c
414,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Ye Olde Orchard Pub & Grill,45.49726673567416,-73.57326493361826,Pub,4b08d25cf964a520a41223e3
415,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Brasseur de Montréal,45.48961904012744,-73.56464883296454,Brewery,4b796fbaf964a5207bf92ee3
416,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Bar Palco,45.463538278914406,-73.56702745168525,Bar,566a36c738fa37fd43d6f41a
417,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Mac's Lounge,45.499609043162906,-73.57196410045503,Pub,5106dc64fe7085c2462dc480
418,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Bar George,45.49918753153664,-73.57553972240892,Hotel Bar,5928b8f482a7501cafce9f60
419,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Brutopia,45.4967011883308,-73.57435699916202,Brewery,4ad4c06af964a5200df920e3
420,Le Sud-Ouest,45.4749321041294,-73.57850803027364,ZIBO!,45.49313239412491,-73.55708401855534,Restaurant,53977b1a498ee68a34848261
421,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Philēmon,45.50408956294265,-73.55467810556162,Lounge,4ced7fee62ef6dcb75d9f259
422,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Flyjin,45.50159958864199,-73.55680207224438,Speakeasy,5196e6ae498e9ad3f3fd7c9b
423,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Modavie,45.50545622988845,-73.553886977833,Wine Bar,4ad4c06bf964a5204cf920e3
424,Le Sud-Ouest,45.4749321041294,-73.57850803027364,357C,45.49970274352894,-73.55314657820905,Speakeasy,4b27c262f964a520758924e3
425,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Miss Prêt à Manger,45.50475961823262,-73.56364812487229,Gastropub,4c584fd3b7a31b8de23652da
426,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Terrasse Nelligan,45.504228242745256,-73.55437478747629,Lounge,4bf827d05317a593654dff7e
427,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Velvet Speakeasy,45.506533779144526,-73.55416130204958,Nightclub,4b90b8eff964a520679533e3
428,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Chez Anas,45.46275,-73.57130292857143,Gastropub,4c222ef37e85c9284e92bb21
429,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Salumi Vino,45.50991835688867,-73.55255484580994,Wine Bar,51f6787eccda012134041df0
430,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Le Marché des Éclusiers,45.4984063353326,-73.55233962202139,Food Court,572605aa498ecb425068c77d
431,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Salle Belvedere Au Quai King Edward,45.50544304234064,-73.54792795189886,Cocktail Bar,4c118e44d41e76b07fb0310d
432,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Bistro-Brasserie Les Soeurs Grises,45.49899906087748,-73.55357548443727,Brewery,4eeaa9bc0e01182cafa426f0
433,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Mme Lee,45.51294054744615,-73.56636717341983,Lounge,51fc4454498efbf24f67cd3b
434,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Terrasses Bonsecours,45.50838437015642,-73.54752107079754,Lounge,4b1bce4cf964a52091fd23e3
435,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Industria Pizzeria + Bar,45.493041,-73.557093,Italian Restaurant,53c08237498e3a62e88a37bb
436,Le Sud-Ouest,45.4749321041294,-73.57850803027364,La Brunante,45.49876048202431,-73.61847321356208,Burger Joint,4bd7680435aad13a08d58ef3
437,Le Sud-Ouest,45.4749321041294,-73.57850803027364,belvü catamaran-lounge,45.506722294825444,-73.54881434670106,Boat or Ferry,4c4b710f46240f470ebe51f3
438,Le Sud-Ouest,45.4749321041294,-73.57850803027364,Pâtisserie Almanar,45.496942,-73.623764,Falafel Restaurant,4bb3a9542397b713757138b3
439,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,L'Espace Public,45.54556028933649,-73.54447558263725,Bar,4f039af102d5cce0cf039639
440,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Bistro Le Ste-Cath,45.550257354465245,-73.53444454686846,Bistro,54031cc2498ec4c3132387b2
441,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Le Trèfle,45.54907407194432,-73.54221434500604,Irish Pub,53b68e72498e8b9d660abb9d
442,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Baron Samedi,45.54963932419888,-73.57404801403543,Bar,53c600e7498ec39954d3de62
443,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Café Terrasse 1957,45.53728359496192,-73.51144996098539,Bar,4b8d7c6ef964a5209bfe32e3
444,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Chez Baptiste,45.548825766928466,-73.57441470505623,Bar,4af8a196f964a520d30e22e3
445,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Le Blind Pig,45.54818087483161,-73.54272482572328,Bar,54ff8f33498e0e2e2734aaf2
446,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Le Plan de Match,45.565558825968566,-73.58660471868117,Bar,4bb40a10bd4b9c742e5232f5
447,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Labarake,45.54490359824991,-73.56117993311472,Gastropub,535d7e27498e92629915b59c
448,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Le 99,45.55391843046631,-73.54725302529499,Sports Bar,4b52986bf964a520708327e3
449,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Bungalow Bar Salon,45.5372141011696,-73.51159281322495,Bar,4c3bdae2980320a135fc89e4
450,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Bar Davidson,45.543029554471794,-73.54603880108068,Dive Bar,4bf9ff125efe2d7fe5216d34
451,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Sel et Poivre,45.54290126939154,-73.57817222037657,Bar,4d1d5d886e8c37049b10dc9f
452,Mercier–Hochelaga-Maisonneuve,45.57252376630506,-73.53898889887496,Brasserie des Patriotes,45.54295909498777,-73.54614916721592,Dive Bar,4c3751b70a71c9b614973ec9
